LO_Filename,LO_CrossSection,LO_Error,NLO_Filename,NLO_CrossSection,NLO_Error,Row_NLO/LO_Ratio
../submit_files/condorfiles/LO/result_WR3000_N2300/WRtoNLtoLLJJ_WR3000_N2300.log,0.002608,1.813e-05,../submit_files/condorfiles/NLO/result_WR3000_N2300_NLO/WRtoNLtoLLJJ_WR3000_N2300_NLO.log,0.003481,3.3e-06,1.334739263803681
../submit_files/condorfiles/LO/result_WR3000_N2400/WRtoNLtoLLJJ_WR3000_N2400.log,0.002057,1.329e-05,../submit_files/condorfiles/NLO/result_WR3000_N2400_NLO/WRtoNLtoLLJJ_WR3000_N2400_NLO.log,0.002738,2.6e-06,1.331064657267866
../submit_files/condorfiles/LO/result_WR3000_N2500/WRtoNLtoLLJJ_WR3000_N2500.log,0.00154,6.458e-06,../submit_files/condorfiles/NLO/result_WR3000_N2500_NLO/WRtoNLtoLLJJ_WR3000_N2500_NLO.log,0.002041,1.9e-06,1.3253246753246752
../submit_files/condorfiles/LO/result_WR3000_N2600/WRtoNLtoLLJJ_WR3000_N2600.log,0.001053,7.905e-06,../submit_files/condorfiles/NLO/result_WR3000_N2600_NLO/WRtoNLtoLLJJ_WR3000_N2600_NLO.log,0.00141,1.3e-06,1.339031339031339
../submit_files/condorfiles/LO/result_WR3000_N2700/WRtoNLtoLLJJ_WR3000_N2700.log,0.0006535,6.341e-06,../submit_files/condorfiles/NLO/result_WR3000_N2700_NLO/WRtoNLtoLLJJ_WR3000_N2700_NLO.log,0.0008674,7.7e-07,1.3273144605967866
../submit_files/condorfiles/LO/result_WR3000_N2800/WRtoNLtoLLJJ_WR3000_N2800.log,0.0003354,3.254e-06,../submit_files/condorfiles/NLO/result_WR3000_N2800_NLO/WRtoNLtoLLJJ_WR3000_N2800_NLO.log,0.0004443,3.3e-07,1.3246869409660107
../submit_files/condorfiles/LO/result_WR3000_N2900/WRtoNLtoLLJJ_WR3000_N2900.log,0.0001253,7.913e-07,../submit_files/condorfiles/NLO/result_WR3000_N2900_NLO/WRtoNLtoLLJJ_WR3000_N2900_NLO.log,0.000167,1.3e-07,1.332801276935355
../submit_files/condorfiles/LO/result_WR3500_N100/WRtoNLtoLLJJ_WR3500_N100.log,0.004462,3.706e-05,../submit_files/condorfiles/NLO/result_WR3500_N100_NLO/WRtoNLtoLLJJ_WR3500_N100_NLO.log,0.005862,5.6e-06,1.3137606454504707
../submit_files/condorfiles/LO/result_WR3500_N200/WRtoNLtoLLJJ_WR3500_N200.log,0.004256,2.233e-05,../submit_files/condorfiles/NLO/result_WR3500_N200_NLO/WRtoNLtoLLJJ_WR3500_N200_NLO.log,0.005652,5.7e-06,1.3280075187969924
../submit_files/condorfiles/LO/result_WR3500_N300/WRtoNLtoLLJJ_WR3500_N300.log,0.004091,2.461e-05,../submit_files/condorfiles/NLO/result_WR3500_N300_NLO/WRtoNLtoLLJJ_WR3500_N300_NLO.log,0.005461,5.9e-06,1.3348814470789536
../submit_files/condorfiles/LO/result_WR3500_N400/WRtoNLtoLLJJ_WR3500_N400.log,0.003992,2.964e-05,../submit_files/condorfiles/NLO/result_WR3500_N400_NLO/WRtoNLtoLLJJ_WR3500_N400_NLO.log,0.005297,5e-06,1.3269038076152304
../submit_files/condorfiles/LO/result_WR3500_N500/WRtoNLtoLLJJ_WR3500_N500.log,0.003837,2.651e-05,../submit_files/condorfiles/NLO/result_WR3500_N500_NLO/WRtoNLtoLLJJ_WR3500_N500_NLO.log,0.005135,4.9e-06,1.3382851185822255
../submit_files/condorfiles/LO/result_WR3500_N600/WRtoNLtoLLJJ_WR3500_N600.log,0.003687,2.422e-05,../submit_files/condorfiles/NLO/result_WR3500_N600_NLO/WRtoNLtoLLJJ_WR3500_N600_NLO.log,0.00498,5.3e-06,1.3506916192026037
../submit_files/condorfiles/LO/result_WR3500_N700/WRtoNLtoLLJJ_WR3500_N700.log,0.003587,2.271e-05,../submit_files/condorfiles/NLO/result_WR3500_N700_NLO/WRtoNLtoLLJJ_WR3500_N700_NLO.log,0.004832,4.8e-06,1.34708670197937
../submit_files/condorfiles/LO/result_WR3500_N800/WRtoNLtoLLJJ_WR3500_N800.log,0.003508,3.547e-05,../submit_files/condorfiles/NLO/result_WR3500_N800_NLO/WRtoNLtoLLJJ_WR3500_N800_NLO.log,0.004688,4.3e-06,1.336374002280502
../submit_files/condorfiles/LO/result_WR3500_N900/WRtoNLtoLLJJ_WR3500_N900.log,0.003328,3.087e-05,../submit_files/condorfiles/NLO/result_WR3500_N900_NLO/WRtoNLtoLLJJ_WR3500_N900_NLO.log,0.00454,4e-06,1.3641826923076923
../submit_files/condorfiles/LO/result_WR3500_N1000/WRtoNLtoLLJJ_WR3500_N1000.log,0.003226,2.992e-05,../submit_files/condorfiles/NLO/result_WR3500_N1000_NLO/WRtoNLtoLLJJ_WR3500_N1000_NLO.log,0.004388,3.6e-06,1.3601983880967143
../submit_files/condorfiles/LO/result_WR3500_N1100/WRtoNLtoLLJJ_WR3500_N1100.log,0.003119,2.817e-05,../submit_files/condorfiles/NLO/result_WR3500_N1100_NLO/WRtoNLtoLLJJ_WR3500_N1100_NLO.log,0.004241,3.3e-06,1.3597306829111895
../submit_files/condorfiles/LO/result_WR3500_N1200/WRtoNLtoLLJJ_WR3500_N1200.log,0.002994,4.097e-05,../submit_files/condorfiles/NLO/result_WR3500_N1200_NLO/WRtoNLtoLLJJ_WR3500_N1200_NLO.log,0.004081,3.1e-06,1.363059452237809
../submit_files/condorfiles/LO/result_WR3500_N1300/WRtoNLtoLLJJ_WR3500_N1300.log,0.002906,3.914e-05,../submit_files/condorfiles/NLO/result_WR3500_N1300_NLO/WRtoNLtoLLJJ_WR3500_N1300_NLO.log,0.003923,3.4e-06,1.349965588437715
../submit_files/condorfiles/LO/result_WR3500_N1400/WRtoNLtoLLJJ_WR3500_N1400.log,0.002744,3.526e-05,../submit_files/condorfiles/NLO/result_WR3500_N1400_NLO/WRtoNLtoLLJJ_WR3500_N1400_NLO.log,0.003757,3.7e-06,1.3691690962099126
../submit_files/condorfiles/LO/result_WR3500_N1500/WRtoNLtoLLJJ_WR3500_N1500.log,0.002646,1.541e-05,../submit_files/condorfiles/NLO/result_WR3500_N1500_NLO/WRtoNLtoLLJJ_WR3500_N1500_NLO.log,0.003584,3.6e-06,1.3544973544973544
../submit_files/condorfiles/LO/result_WR3500_N1600/WRtoNLtoLLJJ_WR3500_N1600.log,0.002469,2.935e-05,../submit_files/condorfiles/NLO/result_WR3500_N1600_NLO/WRtoNLtoLLJJ_WR3500_N1600_NLO.log,0.003408,3.4e-06,1.3803159173754558
../submit_files/condorfiles/LO/result_WR3500_N1700/WRtoNLtoLLJJ_WR3500_N1700.log,0.002365,1.818e-05,../submit_files/condorfiles/NLO/result_WR3500_N1700_NLO/WRtoNLtoLLJJ_WR3500_N1700_NLO.log,0.003224,3.2e-06,1.3632135306553912
../submit_files/condorfiles/LO/result_WR3500_N1800/WRtoNLtoLLJJ_WR3500_N1800.log,0.002223,1.641e-05,../submit_files/condorfiles/NLO/result_WR3500_N1800_NLO/WRtoNLtoLLJJ_WR3500_N1800_NLO.log,0.003037,3e-06,1.3661718398560503
../submit_files/condorfiles/LO/result_WR3500_N1900/WRtoNLtoLLJJ_WR3500_N1900.log,0.002084,1.512e-05,../submit_files/condorfiles/NLO/result_WR3500_N1900_NLO/WRtoNLtoLLJJ_WR3500_N1900_NLO.log,0.002837,2.7e-06,1.3613243761996163
../submit_files/condorfiles/LO/result_WR3500_N2000/WRtoNLtoLLJJ_WR3500_N2000.log,0.001929,2.063e-05,../submit_files/condorfiles/NLO/result_WR3500_N2000_NLO/WRtoNLtoLLJJ_WR3500_N2000_NLO.log,0.002634,2.5e-06,1.36547433903577
../submit_files/condorfiles/LO/result_WR3500_N2100/WRtoNLtoLLJJ_WR3500_N2100.log,0.001786,1.945e-05,../submit_files/condorfiles/NLO/result_WR3500_N2100_NLO/WRtoNLtoLLJJ_WR3500_N2100_NLO.log,0.002426,2.3e-06,1.3583426651735724
../submit_files/condorfiles/LO/result_WR3500_N2200/WRtoNLtoLLJJ_WR3500_N2200.log,0.001614,1.638e-05,../submit_files/condorfiles/NLO/result_WR3500_N2200_NLO/WRtoNLtoLLJJ_WR3500_N2200_NLO.log,0.00221,1.9e-06,1.369268897149938
../submit_files/condorfiles/LO/result_WR3500_N2300/WRtoNLtoLLJJ_WR3500_N2300.log,0.00147,1.002e-05,../submit_files/condorfiles/NLO/result_WR3500_N2300_NLO/WRtoNLtoLLJJ_WR3500_N2300_NLO.log,0.001996,1.9e-06,1.3578231292517007
../submit_files/condorfiles/LO/result_WR3500_N2400/WRtoNLtoLLJJ_WR3500_N2400.log,0.001305,1.147e-05,../submit_files/condorfiles/NLO/result_WR3500_N2400_NLO/WRtoNLtoLLJJ_WR3500_N2400_NLO.log,0.001776,1.7e-06,1.360919540229885
../submit_files/condorfiles/LO/result_WR3500_N2500/WRtoNLtoLLJJ_WR3500_N2500.log,0.00114,7.233e-06,../submit_files/condorfiles/NLO/result_WR3500_N2500_NLO/WRtoNLtoLLJJ_WR3500_N2500_NLO.log,0.001553,1.5e-06,1.3622807017543859
../submit_files/condorfiles/LO/result_WR3500_N2600/WRtoNLtoLLJJ_WR3500_N2600.log,0.0009826,9.519e-06,../submit_files/condorfiles/NLO/result_WR3500_N2600_NLO/WRtoNLtoLLJJ_WR3500_N2600_NLO.log,0.001333,1.3e-06,1.3566049257073072
../submit_files/condorfiles/LO/result_WR3500_N2700/WRtoNLtoLLJJ_WR3500_N2700.log,0.0008238,7.983e-06,../submit_files/condorfiles/NLO/result_WR3500_N2700_NLO/WRtoNLtoLLJJ_WR3500_N2700_NLO.log,0.001114,1.1e-06,1.3522699684389414
../submit_files/condorfiles/LO/result_WR3500_N2800/WRtoNLtoLLJJ_WR3500_N2800.log,0.0006674,4.161e-06,../submit_files/condorfiles/NLO/result_WR3500_N2800_NLO/WRtoNLtoLLJJ_WR3500_N2800_NLO.log,0.0009049,8.7e-07,1.3558585555888525
../submit_files/condorfiles/LO/result_WR3500_N2900/WRtoNLtoLLJJ_WR3500_N2900.log,0.0005236,3.177e-06,../submit_files/condorfiles/NLO/result_WR3500_N2900_NLO/WRtoNLtoLLJJ_WR3500_N2900_NLO.log,0.0007046,6.9e-07,1.3456837280366691
../submit_files/condorfiles/LO/result_WR3500_N3000/WRtoNLtoLLJJ_WR3500_N3000.log,0.0003877,3.547e-06,../submit_files/condorfiles/NLO/result_WR3500_N3000_NLO/WRtoNLtoLLJJ_WR3500_N3000_NLO.log,0.0005196,5e-07,1.3402115037400053
../submit_files/condorfiles/LO/result_WR3500_N3100/WRtoNLtoLLJJ_WR3500_N3100.log,0.0002653,2.403e-06,../submit_files/condorfiles/NLO/result_WR3500_N3100_NLO/WRtoNLtoLLJJ_WR3500_N3100_NLO.log,0.0003563,3.4e-07,1.3430079155672823
../submit_files/condorfiles/LO/result_WR3500_N3200/WRtoNLtoLLJJ_WR3500_N3200.log,0.0001601,1.463e-06,../submit_files/condorfiles/NLO/result_WR3500_N3200_NLO/WRtoNLtoLLJJ_WR3500_N3200_NLO.log,0.0002187,2.1e-07,1.3660212367270457
../submit_files/condorfiles/LO/result_WR3500_N3300/WRtoNLtoLLJJ_WR3500_N3300.log,8.305e-05,5.212e-07,../submit_files/condorfiles/NLO/result_WR3500_N3300_NLO/WRtoNLtoLLJJ_WR3500_N3300_NLO.log,0.0001131,8.8e-08,1.361830222757375
../submit_files/condorfiles/LO/result_WR3500_N3400/WRtoNLtoLLJJ_WR3500_N3400.log,3.322e-05,2.349e-07,../submit_files/condorfiles/NLO/result_WR3500_N3400_NLO/WRtoNLtoLLJJ_WR3500_N3400_NLO.log,4.488e-05,3.7e-08,1.3509933774834437
../submit_files/condorfiles/LO/result_WR4000_N100/WRtoNLtoLLJJ_WR4000_N100.log,0.001833,1.086e-05,../submit_files/condorfiles/NLO/result_WR4000_N100_NLO/WRtoNLtoLLJJ_WR4000_N100_NLO.log,0.002399,2.4e-06,1.308783415166394
../submit_files/condorfiles/LO/result_WR4000_N200/WRtoNLtoLLJJ_WR4000_N200.log,0.001726,6.768e-06,../submit_files/condorfiles/NLO/result_WR4000_N200_NLO/WRtoNLtoLLJJ_WR4000_N200_NLO.log,0.002271,2.4e-06,1.3157589803012746
../submit_files/condorfiles/LO/result_WR4000_N300/WRtoNLtoLLJJ_WR4000_N300.log,0.001625,6.043e-06,../submit_files/condorfiles/NLO/result_WR4000_N300_NLO/WRtoNLtoLLJJ_WR4000_N300_NLO.log,0.002173,2.2e-06,1.3372307692307692
../submit_files/condorfiles/LO/result_WR4000_N400/WRtoNLtoLLJJ_WR4000_N400.log,0.00155,8.005e-06,../submit_files/condorfiles/NLO/result_WR4000_N400_NLO/WRtoNLtoLLJJ_WR4000_N400_NLO.log,0.002083,2.2e-06,1.3438709677419356
../submit_files/condorfiles/LO/result_WR4000_N500/WRtoNLtoLLJJ_WR4000_N500.log,0.001491,7.421e-06,../submit_files/condorfiles/NLO/result_WR4000_N500_NLO/WRtoNLtoLLJJ_WR4000_N500_NLO.log,0.002004,1.9e-06,1.3440643863179076
../submit_files/condorfiles/LO/result_WR4000_N600/WRtoNLtoLLJJ_WR4000_N600.log,0.001431,7.039e-06,../submit_files/condorfiles/NLO/result_WR4000_N600_NLO/WRtoNLtoLLJJ_WR4000_N600_NLO.log,0.001931,1.7e-06,1.3494060097833682
../submit_files/condorfiles/LO/result_WR4000_N700/WRtoNLtoLLJJ_WR4000_N700.log,0.001385,9.598e-06,../submit_files/condorfiles/NLO/result_WR4000_N700_NLO/WRtoNLtoLLJJ_WR4000_N700_NLO.log,0.001867,1.6e-06,1.348014440433213
../submit_files/condorfiles/LO/result_WR4000_N800/WRtoNLtoLLJJ_WR4000_N800.log,0.001338,8.971e-06,../submit_files/condorfiles/NLO/result_WR4000_N800_NLO/WRtoNLtoLLJJ_WR4000_N800_NLO.log,0.001806,1.5e-06,1.3497757847533634
../submit_files/condorfiles/LO/result_WR4000_N900/WRtoNLtoLLJJ_WR4000_N900.log,0.0013,1.409e-05,../submit_files/condorfiles/NLO/result_WR4000_N900_NLO/WRtoNLtoLLJJ_WR4000_N900_NLO.log,0.001746,1.8e-06,1.343076923076923
../submit_files/condorfiles/LO/result_WR4000_N1000/WRtoNLtoLLJJ_WR4000_N1000.log,0.001246,1.307e-05,../submit_files/condorfiles/NLO/result_WR4000_N1000_NLO/WRtoNLtoLLJJ_WR4000_N1000_NLO.log,0.001692,1.6e-06,1.3579454253611558
../submit_files/condorfiles/LO/result_WR4000_N1100/WRtoNLtoLLJJ_WR4000_N1100.log,0.001186,1.196e-05,../submit_files/condorfiles/NLO/result_WR4000_N1100_NLO/WRtoNLtoLLJJ_WR4000_N1100_NLO.log,0.001633,1.5e-06,1.3768971332209106
../submit_files/condorfiles/LO/result_WR4000_N1200/WRtoNLtoLLJJ_WR4000_N1200.log,0.001153,1.205e-05,../submit_files/condorfiles/NLO/result_WR4000_N1200_NLO/WRtoNLtoLLJJ_WR4000_N1200_NLO.log,0.001579,1.4e-06,1.3694709453599307
../submit_files/condorfiles/LO/result_WR4000_N1300/WRtoNLtoLLJJ_WR4000_N1300.log,0.001107,1.143e-05,../submit_files/condorfiles/NLO/result_WR4000_N1300_NLO/WRtoNLtoLLJJ_WR4000_N1300_NLO.log,0.001524,1.3e-06,1.3766937669376695
../submit_files/condorfiles/LO/result_WR4000_N1400/WRtoNLtoLLJJ_WR4000_N1400.log,0.00109,1.457e-05,../submit_files/condorfiles/NLO/result_WR4000_N1400_NLO/WRtoNLtoLLJJ_WR4000_N1400_NLO.log,0.001469,1.2e-06,1.3477064220183486
../submit_files/condorfiles/LO/result_WR4000_N1500/WRtoNLtoLLJJ_WR4000_N1500.log,0.00105,1.361e-05,../submit_files/condorfiles/NLO/result_WR4000_N1500_NLO/WRtoNLtoLLJJ_WR4000_N1500_NLO.log,0.001415,1.1e-06,1.3476190476190477
../submit_files/condorfiles/LO/result_WR4000_N1600/WRtoNLtoLLJJ_WR4000_N1600.log,0.0009974,1.261e-05,../submit_files/condorfiles/NLO/result_WR4000_N1600_NLO/WRtoNLtoLLJJ_WR4000_N1600_NLO.log,0.001359,1.1e-06,1.3625426107880487
../submit_files/condorfiles/LO/result_WR4000_N1700/WRtoNLtoLLJJ_WR4000_N1700.log,0.0009353,1.069e-05,../submit_files/condorfiles/NLO/result_WR4000_N1700_NLO/WRtoNLtoLLJJ_WR4000_N1700_NLO.log,0.001301,1e-06,1.3909975408959692
../submit_files/condorfiles/LO/result_WR4000_N1800/WRtoNLtoLLJJ_WR4000_N1800.log,0.0009105,9.331e-06,../submit_files/condorfiles/NLO/result_WR4000_N1800_NLO/WRtoNLtoLLJJ_WR4000_N1800_NLO.log,0.001242,9.8e-07,1.3640856672158157
../submit_files/condorfiles/LO/result_WR4000_N1900/WRtoNLtoLLJJ_WR4000_N1900.log,0.0008682,7.869e-06,../submit_files/condorfiles/NLO/result_WR4000_N1900_NLO/WRtoNLtoLLJJ_WR4000_N1900_NLO.log,0.001184,9.8e-07,1.363741073485372
../submit_files/condorfiles/LO/result_WR4000_N2000/WRtoNLtoLLJJ_WR4000_N2000.log,0.0008157,5.865e-06,../submit_files/condorfiles/NLO/result_WR4000_N2000_NLO/WRtoNLtoLLJJ_WR4000_N2000_NLO.log,0.001122,8.5e-07,1.3755057006252298
../submit_files/condorfiles/LO/result_WR4000_N2100/WRtoNLtoLLJJ_WR4000_N2100.log,0.00077,5.377e-06,../submit_files/condorfiles/NLO/result_WR4000_N2100_NLO/WRtoNLtoLLJJ_WR4000_N2100_NLO.log,0.00106,8e-07,1.3766233766233766
../submit_files/condorfiles/LO/result_WR4000_N2200/WRtoNLtoLLJJ_WR4000_N2200.log,0.0007206,4.824e-06,../submit_files/condorfiles/NLO/result_WR4000_N2200_NLO/WRtoNLtoLLJJ_WR4000_N2200_NLO.log,0.0009962,7.5e-07,1.3824590618928672
../submit_files/condorfiles/LO/result_WR4000_N2300/WRtoNLtoLLJJ_WR4000_N2300.log,0.0006751,6.671e-06,../submit_files/condorfiles/NLO/result_WR4000_N2300_NLO/WRtoNLtoLLJJ_WR4000_N2300_NLO.log,0.0009328,8.2e-07,1.3817212264849652
../submit_files/condorfiles/LO/result_WR4000_N2400/WRtoNLtoLLJJ_WR4000_N2400.log,0.0006331,5.113e-06,../submit_files/condorfiles/NLO/result_WR4000_N2400_NLO/WRtoNLtoLLJJ_WR4000_N2400_NLO.log,0.000866,8.4e-07,1.3678723740325383
../submit_files/condorfiles/LO/result_WR4000_N2500/WRtoNLtoLLJJ_WR4000_N2500.log,0.0005812,5.618e-06,../submit_files/condorfiles/NLO/result_WR4000_N2500_NLO/WRtoNLtoLLJJ_WR4000_N2500_NLO.log,0.0007985,7.7e-07,1.3738816242257397
../submit_files/condorfiles/LO/result_WR4000_N2600/WRtoNLtoLLJJ_WR4000_N2600.log,0.0005412,5.453e-06,../submit_files/condorfiles/NLO/result_WR4000_N2600_NLO/WRtoNLtoLLJJ_WR4000_N2600_NLO.log,0.0007301,7.1e-07,1.3490391722099038
../submit_files/condorfiles/LO/result_WR4000_N2700/WRtoNLtoLLJJ_WR4000_N2700.log,0.0004878,4.609e-06,../submit_files/condorfiles/NLO/result_WR4000_N2700_NLO/WRtoNLtoLLJJ_WR4000_N2700_NLO.log,0.0006606,6.3e-07,1.3542435424354244
../submit_files/condorfiles/LO/result_WR4000_N2800/WRtoNLtoLLJJ_WR4000_N2800.log,0.0004332,3.947e-06,../submit_files/condorfiles/NLO/result_WR4000_N2800_NLO/WRtoNLtoLLJJ_WR4000_N2800_NLO.log,0.0005916,5.6e-07,1.3656509695290857
../submit_files/condorfiles/LO/result_WR4000_N2900/WRtoNLtoLLJJ_WR4000_N2900.log,0.0003821,3.558e-06,../submit_files/condorfiles/NLO/result_WR4000_N2900_NLO/WRtoNLtoLLJJ_WR4000_N2900_NLO.log,0.0005224,5e-07,1.3671813661345198
../submit_files/condorfiles/LO/result_WR4000_N3000/WRtoNLtoLLJJ_WR4000_N3000.log,0.0003317,2.934e-06,../submit_files/condorfiles/NLO/result_WR4000_N3000_NLO/WRtoNLtoLLJJ_WR4000_N3000_NLO.log,0.0004532,3.9e-07,1.3662948447392222
../submit_files/condorfiles/LO/result_WR4000_N3100/WRtoNLtoLLJJ_WR4000_N3100.log,0.0002827,2.479e-06,../submit_files/condorfiles/NLO/result_WR4000_N3100_NLO/WRtoNLtoLLJJ_WR4000_N3100_NLO.log,0.0003854,3.3e-07,1.363282631765122
../submit_files/condorfiles/LO/result_WR4000_N3200/WRtoNLtoLLJJ_WR4000_N3200.log,0.0002363,2.067e-06,../submit_files/condorfiles/NLO/result_WR4000_N3200_NLO/WRtoNLtoLLJJ_WR4000_N3200_NLO.log,0.0003205,2.7e-07,1.3563267033432078
../submit_files/condorfiles/LO/result_WR4000_N3300/WRtoNLtoLLJJ_WR4000_N3300.log,0.0001906,1.1e-06,../submit_files/condorfiles/NLO/result_WR4000_N3300_NLO/WRtoNLtoLLJJ_WR4000_N3300_NLO.log,0.000258,2.5e-07,1.353620146904512
../submit_files/condorfiles/LO/result_WR4000_N3400/WRtoNLtoLLJJ_WR4000_N3400.log,0.0001455,7.833e-07,../submit_files/condorfiles/NLO/result_WR4000_N3400_NLO/WRtoNLtoLLJJ_WR4000_N3400_NLO.log,0.0001997,2e-07,1.3725085910652919
../submit_files/condorfiles/LO/result_WR4000_N3500/WRtoNLtoLLJJ_WR4000_N3500.log,0.0001078,1.021e-06,../submit_files/condorfiles/NLO/result_WR4000_N3500_NLO/WRtoNLtoLLJJ_WR4000_N3500_NLO.log,0.0001465,1.3e-07,1.3589981447124304
../submit_files/condorfiles/LO/result_WR4000_N3600/WRtoNLtoLLJJ_WR4000_N3600.log,7.391e-05,6.226e-07,../submit_files/condorfiles/NLO/result_WR4000_N3600_NLO/WRtoNLtoLLJJ_WR4000_N3600_NLO.log,9.992e-05,7.5e-08,1.3519144905966716
../submit_files/condorfiles/LO/result_WR4000_N3700/WRtoNLtoLLJJ_WR4000_N3700.log,4.553e-05,3.846e-07,../submit_files/condorfiles/NLO/result_WR4000_N3700_NLO/WRtoNLtoLLJJ_WR4000_N3700_NLO.log,6.155e-05,4.8e-08,1.351855919174171
../submit_files/condorfiles/LO/result_WR4000_N3800/WRtoNLtoLLJJ_WR4000_N3800.log,2.386e-05,2.054e-07,../submit_files/condorfiles/NLO/result_WR4000_N3800_NLO/WRtoNLtoLLJJ_WR4000_N3800_NLO.log,3.242e-05,2.6e-08,1.3587594300083823
../submit_files/condorfiles/LO/result_WR4000_N3900/WRtoNLtoLLJJ_WR4000_N3900.log,1.003e-05,9.729e-08,../submit_files/condorfiles/NLO/result_WR4000_N3900_NLO/WRtoNLtoLLJJ_WR4000_N3900_NLO.log,1.364e-05,1.2e-08,1.3599202392821534
../submit_files/condorfiles/LO/result_WR4500_N100/WRtoNLtoLLJJ_WR4500_N100.log,0.0008623,6.548e-06,../submit_files/condorfiles/NLO/result_WR4500_N100_NLO/WRtoNLtoLLJJ_WR4500_N100_NLO.log,0.001111,1.1e-06,1.2884147048590977
../submit_files/condorfiles/LO/result_WR4500_N200/WRtoNLtoLLJJ_WR4500_N200.log,0.0007851,2.178e-06,../submit_files/condorfiles/NLO/result_WR4500_N200_NLO/WRtoNLtoLLJJ_WR4500_N200_NLO.log,0.001034,1.1e-06,1.3170296777480577
../submit_files/condorfiles/LO/result_WR4500_N300/WRtoNLtoLLJJ_WR4500_N300.log,0.0007316,3.012e-06,../submit_files/condorfiles/NLO/result_WR4500_N300_NLO/WRtoNLtoLLJJ_WR4500_N300_NLO.log,0.0009716,9.9e-07,1.328048113723346
../submit_files/condorfiles/LO/result_WR4500_N400/WRtoNLtoLLJJ_WR4500_N400.log,0.0006902,2.678e-06,../submit_files/condorfiles/NLO/result_WR4500_N400_NLO/WRtoNLtoLLJJ_WR4500_N400_NLO.log,0.0009209,1e-06,1.3342509417560129
../submit_files/condorfiles/LO/result_WR4500_N500/WRtoNLtoLLJJ_WR4500_N500.log,0.0006541,2.427e-06,../submit_files/condorfiles/NLO/result_WR4500_N500_NLO/WRtoNLtoLLJJ_WR4500_N500_NLO.log,0.0008763,9.1e-07,1.3397034092646385
../submit_files/condorfiles/LO/result_WR4500_N600/WRtoNLtoLLJJ_WR4500_N600.log,0.0006221,2.396e-06,../submit_files/condorfiles/NLO/result_WR4500_N600_NLO/WRtoNLtoLLJJ_WR4500_N600_NLO.log,0.0008369,7.6e-07,1.3452821089856937
../submit_files/condorfiles/LO/result_WR4500_N700/WRtoNLtoLLJJ_WR4500_N700.log,0.0005965,3.209e-06,../submit_files/condorfiles/NLO/result_WR4500_N700_NLO/WRtoNLtoLLJJ_WR4500_N700_NLO.log,0.0008019,6.8e-07,1.344341994970662
../submit_files/condorfiles/LO/result_WR4500_N800/WRtoNLtoLLJJ_WR4500_N800.log,0.0005708,3.374e-06,../submit_files/condorfiles/NLO/result_WR4500_N800_NLO/WRtoNLtoLLJJ_WR4500_N800_NLO.log,0.0007718,7.2e-07,1.352137351086195
../submit_files/condorfiles/LO/result_WR4500_N900/WRtoNLtoLLJJ_WR4500_N900.log,0.0005457,4.073e-06,../submit_files/condorfiles/NLO/result_WR4500_N900_NLO/WRtoNLtoLLJJ_WR4500_N900_NLO.log,0.000744,7.2e-07,1.3633864760857615
../submit_files/condorfiles/LO/result_WR4500_N1000/WRtoNLtoLLJJ_WR4500_N1000.log,0.0005263,2.736e-06,../submit_files/condorfiles/NLO/result_WR4500_N1000_NLO/WRtoNLtoLLJJ_WR4500_N1000_NLO.log,0.0007164,6.4e-07,1.3612008360250805
../submit_files/condorfiles/LO/result_WR4500_N1100/WRtoNLtoLLJJ_WR4500_N1100.log,0.0005056,5.949e-06,../submit_files/condorfiles/NLO/result_WR4500_N1100_NLO/WRtoNLtoLLJJ_WR4500_N1100_NLO.log,0.0006912,6.1e-07,1.3670886075949367
../submit_files/condorfiles/LO/result_WR4500_N1200/WRtoNLtoLLJJ_WR4500_N1200.log,0.0004872,3.787e-06,../submit_files/condorfiles/NLO/result_WR4500_N1200_NLO/WRtoNLtoLLJJ_WR4500_N1200_NLO.log,0.0006676,5.7e-07,1.370279146141215
../submit_files/condorfiles/LO/result_WR4500_N1300/WRtoNLtoLLJJ_WR4500_N1300.log,0.0004591,6.464e-06,../submit_files/condorfiles/NLO/result_WR4500_N1300_NLO/WRtoNLtoLLJJ_WR4500_N1300_NLO.log,0.0006444,5.9e-07,1.403615769984753
../submit_files/condorfiles/LO/result_WR4500_N1400/WRtoNLtoLLJJ_WR4500_N1400.log,0.0004466,6.023e-06,../submit_files/condorfiles/NLO/result_WR4500_N1400_NLO/WRtoNLtoLLJJ_WR4500_N1400_NLO.log,0.0006224,5.6e-07,1.393640841916704
../submit_files/condorfiles/LO/result_WR4500_N1500/WRtoNLtoLLJJ_WR4500_N1500.log,0.0004317,5.444e-06,../submit_files/condorfiles/NLO/result_WR4500_N1500_NLO/WRtoNLtoLLJJ_WR4500_N1500_NLO.log,0.0006007,5.7e-07,1.3914755617326848
../submit_files/condorfiles/LO/result_WR4500_N1600/WRtoNLtoLLJJ_WR4500_N1600.log,0.000424,5.208e-06,../submit_files/condorfiles/NLO/result_WR4500_N1600_NLO/WRtoNLtoLLJJ_WR4500_N1600_NLO.log,0.0005791,5.1e-07,1.3658018867924528
../submit_files/condorfiles/LO/result_WR4500_N1700/WRtoNLtoLLJJ_WR4500_N1700.log,0.0004082,4.91e-06,../submit_files/condorfiles/NLO/result_WR4500_N1700_NLO/WRtoNLtoLLJJ_WR4500_N1700_NLO.log,0.0005586,4.9e-07,1.3684468397844194
